customer_id,gender,age,married,number_of_dependents,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,churn_value,cltv,streaming,log_total_long_distance_charges,log_total_revenue
8414-MYSHR,Male,79,0,0,0,5,no_offer,1,4.59,0,Fiber Optic,11,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,91.4,0.0,0,1,2834,0,3.175968323856924,6.160574209929706
8414-OOEEL,Male,48,0,2,0,66,Offer A,1,12.48,0,DSL,23,0,1,1,1,1,1,Two Year,1,Credit Card,79.5,0.0,0,0,4285,1,6.714995432302367,8.702972098015957
8417-FMLZI,Male,47,1,0,1,6,no_offer,1,26.91,0,Fiber Optic,6,0,1,0,0,0,1,Month-to-Month,1,Credit Card,83.55,0.0,0,1,4242,1,5.090431817622808,6.4614838012316484
8417-GSODA,Male,37,1,3,1,28,no_offer,1,13.19,1,Fiber Optic,30,0,0,0,0,1,1,One Year,0,Bank Withdrawal,92.2,0.0,0,0,5116,1,5.914367496723015,7.985644316710136
8421-WZOOW,Female,75,1,1,8,57,no_offer,1,28.25,0,Fiber Optic,15,0,1,1,1,1,1,Month-to-Month,1,Credit Card,95.3,0.0,0,0,4912,0,7.384765554253397,8.87887358715338
8429-XIBUM,Male,44,0,0,0,22,Offer D,1,10.33,1,Fiber Optic,19,1,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,101.35,0.0,0,1,4694,1,5.430485330125454,7.842027372812015
8430-TWCBX,Female,62,1,0,0,49,no_offer,1,29.18,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,20.7,0.0,0,0,4074,0,7.266002985481186,7.8090826155663775
8433-WPJTV,Female,76,1,3,8,65,Offer B,1,1.58,1,Fiber Optic,27,0,0,1,1,1,1,One Year,1,Bank Withdrawal,103.9,0.0,0,0,5669,0,4.641502115235482,8.835035826762871
8433-WXGNA,Male,55,0,0,0,2,no_offer,1,42.16,0,Cable,2,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.7,0.0,0,1,4676,0,4.44640889360315,5.615024118040433
8434-PNQZX,Female,56,0,0,0,42,Offer B,1,20.27,1,DSL,15,0,0,1,1,1,1,Two Year,1,Credit Card,78.45,0.0,0,0,3192,1,6.747985508258503,8.348949672383661
8434-VGEQQ,Male,24,1,0,0,61,Offer B,1,46.76,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.55,0.0,0,0,4446,0,7.956252526218399,8.33310447411351
8436-BJUMM,Male,62,1,0,1,26,Offer C,1,35.9,1,Cable,26,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,83.75,0.0,0,1,2404,0,6.839904612073963,8.008032846969307
8439-LTUGF,Male,51,0,0,0,10,Offer D,1,19.1,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.0,0.0,0,0,4802,0,5.2574953720277815,5.967684018442578
8441-SHIPE,Female,53,0,0,0,67,no_offer,1,16.72,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,25.6,46.06,0,0,5183,0,7.022190494715621,7.960508603314061
8443-WVPSS,Male,58,1,0,5,10,no_offer,1,43.28,0,Fiber Optic,12,0,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,99.85,0.0,0,1,4243,1,6.072583598392774,7.2617165442231855
8443-ZRDBZ,Male,62,0,0,0,4,no_offer,1,42.44,1,Fiber Optic,29,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.05,0.0,0,1,3685,0,5.140259061889761,6.193711272709207
8444-WRIDW,Female,72,0,0,0,66,no_offer,1,45.59,1,Fiber Optic,24,0,1,0,0,0,0,Month-to-Month,1,Credit Card,80.45,0.0,140,1,5011,0,8.009675423989428,9.032921576980167
8445-DNBAE,Male,24,0,3,0,1,Offer E,1,43.05,1,DSL,69,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.05,0.0,0,0,5523,0,3.7853253523821886,4.544358046591334
8450-JOVAH,Male,62,1,3,1,2,no_offer,1,5.67,1,DSL,53,1,0,0,0,0,1,Month-to-Month,0,Credit Card,56.7,0.0,0,1,5560,0,2.5128460184772416,4.835408509778168
8450-LUGUK,Female,40,1,1,5,37,no_offer,1,44.68,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,24.1,0.0,0,0,3753,0,7.411048606092515,7.830429592375231
8450-UYIBU,Female,77,0,0,0,35,no_offer,0,0.0,0,Cable,26,0,0,1,0,1,1,Two Year,1,Bank Withdrawal,39.85,0.0,0,0,2030,0,0.0,7.2693381592734525
8454-AATJP,Female,41,0,0,0,72,Offer A,1,19.6,1,Fiber Optic,15,1,1,1,1,1,1,Two Year,0,Credit Card,115.05,0.0,0,0,5905,1,7.252904051082247,9.191891228307654
8455-HIRAQ,Female,56,0,0,0,8,no_offer,1,10.91,0,DSL,16,0,0,0,0,0,1,Month-to-Month,0,Credit Card,44.45,0.0,0,0,4909,0,4.480513581388536,6.125951732816734
8456-QDAVC,Male,57,0,0,0,19,no_offer,1,29.55,0,Fiber Optic,13,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,78.7,26.84,0,0,2464,0,6.332302241238835,7.616140764580849
8457-XIGKN,Male,46,0,0,0,20,Offer D,1,29.12,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.6,0.0,0,0,5909,0,6.368873057433621,6.8454010372351615
8461-EFQYM,Female,36,0,0,0,38,no_offer,1,46.18,1,no_internet,0,0,0,0,0,0,0,One Year,1,Bank Withdrawal,24.25,35.61,0,0,2997,0,7.47070265387061,7.876498033658703
8464-EETCQ,Male,45,0,0,0,57,no_offer,1,19.69,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,18.8,0.0,0,0,6466,0,7.024052767314845,7.704216883380971
8465-SBRXP,Male,32,1,2,1,38,no_offer,1,25.84,1,Fiber Optic,19,0,0,1,1,1,0,Two Year,1,Bank Withdrawal,94.9,0.0,0,0,2436,0,6.890527733315511,8.433631131414264
8466-PZBLH,Male,32,1,3,10,67,no_offer,1,11.31,1,Fiber Optic,57,1,0,0,1,1,1,Two Year,0,Bank Withdrawal,104.6,0.0,0,0,4743,1,6.63169870116964,8.941744330257302
8467-WYNSR,Male,62,0,0,0,22,no_offer,1,37.11,0,DSL,15,1,0,0,1,0,1,Month-to-Month,0,Mailed Check,55.1,0.0,0,0,2729,0,6.706153038655655,7.6355792106730105
8468-EHYJA,Female,32,1,0,0,57,Offer B,1,12.19,1,Fiber Optic,16,1,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,99.65,0.0,0,0,5106,1,6.545105377626265,8.731155524034683
8468-FZTOE,Female,61,1,3,8,72,Offer A,1,17.21,0,Cable,53,1,1,1,1,0,0,Two Year,1,Bank Withdrawal,74.35,0.0,50,0,4874,1,7.12296342811031,8.783782364528758
8469-SNFFH,Male,40,1,0,0,70,no_offer,1,43.46,1,DSL,21,1,1,1,1,1,1,One Year,0,Bank Withdrawal,79.4,0.0,0,0,5991,0,8.020664872351071,9.056268022414363
8473-VUVJN,Male,80,0,0,0,1,no_offer,1,39.88,1,Fiber Optic,19,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.65,0.0,0,1,5443,0,3.7106409458954492,4.740836797409625
8474-UMLNT,Female,36,0,0,0,13,Offer D,1,28.45,0,DSL,30,1,1,0,1,0,1,Month-to-Month,0,Bank Withdrawal,67.8,0.0,0,0,4115,1,5.9157976681825675,7.100934345776873
8480-PPONV,Male,56,1,3,3,62,no_offer,1,40.66,1,Fiber Optic,21,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,115.55,0.0,0,0,6349,1,7.8327757951652845,9.177917381861846
8481-YYXWG,Female,30,0,0,0,5,Offer E,1,10.11,0,Fiber Optic,69,0,1,0,1,0,1,Month-to-Month,1,Bank Withdrawal,89.35,0.0,0,1,4584,1,3.942552210462969,6.240763055899043
8485-GJCDN,Female,71,0,0,0,5,no_offer,1,30.05,0,Fiber Optic,11,0,0,0,0,0,1,Month-to-Month,1,Credit Card,69.05,0.0,0,1,3368,0,5.018934096910951,6.152200638293575
8486-AYEQH,Female,30,0,0,0,31,no_offer,1,38.78,1,Fiber Optic,59,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.05,0.0,0,0,2421,0,7.092723330716997,8.140601213637146
8490-BXHEO,Male,67,0,0,0,18,no_offer,1,38.79,1,Fiber Optic,14,0,1,0,0,0,1,Month-to-Month,1,Credit Card,80.55,0.0,0,0,5137,0,6.5499654280512285,7.654855463763523
8495-LJDFO,Female,76,0,0,0,64,no_offer,1,22.86,1,Fiber Optic,24,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,108.95,0.0,0,0,5780,0,7.288955016552379,9.056645921393867
8495-PRWFH,Female,66,0,0,0,42,no_offer,1,27.0,1,Cable,30,0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,55.65,0.0,0,0,5831,0,7.034387929915503,8.176602485531276
8496-DMZUK,Male,62,0,0,0,30,Offer C,1,7.19,1,Fiber Optic,18,1,1,1,0,0,1,One Year,0,Bank Withdrawal,90.4,0.0,0,0,3171,0,5.378513908542313,8.018740703713387
8496-EJAUI,Male,47,0,0,0,19,Offer D,1,1.79,0,Fiber Optic,14,0,1,0,0,0,0,Month-to-Month,1,Credit Card,73.85,0.0,130,1,2251,0,3.555633734966574,7.371181071617635
8498-XXGWA,Female,63,1,0,7,65,no_offer,1,19.99,0,DSL,26,1,0,1,0,0,1,Month-to-Month,1,Credit Card,55.15,0.0,0,0,6205,0,7.170388737982759,8.511879096592468
8499-BRXTD,Male,28,0,0,0,18,Offer D,1,38.73,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,20.1,0.0,0,0,5586,0,6.548419655716187,7.003056367836049
8510-AWCXC,Female,69,0,0,0,13,Offer D,1,7.22,1,Fiber Optic,28,1,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,100.8,0.0,0,1,3269,0,4.552402120449436,7.246339569361037
8510-BBWMU,Female,40,0,0,0,41,no_offer,1,37.46,0,no_internet,0,0,0,0,0,0,0,One Year,1,Credit Card,19.75,0.0,0,0,5678,0,7.3374966528577605,7.759533089391047
8510-TMWYB,Female,61,1,3,9,54,no_offer,1,23.02,1,Cable,21,0,1,1,0,0,1,Two Year,1,Bank Withdrawal,59.8,0.0,0,0,5898,0,7.126151579913082,8.409726013859204
8512-WIWYV,Male,20,0,0,0,32,no_offer,1,36.78,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,20.35,0.0,0,0,2433,0,7.0715394077776335,7.541927101941426
8513-OLYGY,Male,50,1,0,8,72,no_offer,1,27.59,1,Fiber Optic,25,1,1,1,1,1,1,Two Year,0,Credit Card,115.8,0.0,0,0,5130,1,7.594622783584774,9.241803185679652
8514-VZHEB,Male,35,1,2,10,59,Offer B,1,18.75,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.5,0.0,0,0,5293,0,7.009634742803308,7.720949596851533
8515-OCTJS,Female,61,0,0,0,25,Offer C,1,19.75,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,24.75,0.0,0,1,4931,0,6.2040525844826755,7.079058017626961
8519-IMDHU,Male,74,1,0,1,15,no_offer,1,45.25,1,Cable,22,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.6,0.0,0,1,4981,0,6.52172508351258,7.613473116715935
8519-QJGJD,Female,42,0,0,0,14,Offer D,1,18.74,0,Cable,20,0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,75.35,0.0,0,1,4995,0,5.573521917488705,7.1618624705334595
8532-UEFWH,Male,61,1,2,6,52,Offer B,1,49.51,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Mailed Check,25.75,0.0,0,0,4676,0,7.853806734457919,8.274196361523094
8535-SFUTN,Male,21,0,0,0,61,Offer B,1,36.05,1,Fiber Optic,73,1,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,106.45,0.0,0,0,4842,1,7.696235366360874,9.04784497161336
8540-ZQGEA,Female,58,1,0,1,54,Offer B,1,32.72,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.05,0.0,0,0,4212,0,7.4775363675909245,7.962164864970514
8541-QVFKM,Female,22,0,0,0,8,no_offer,1,17.3,1,Fiber Optic,41,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.5,0.0,0,0,5777,0,4.937347498326424,6.648466281031574
8543-MSDMF,Male,36,0,0,0,3,Offer E,1,44.42,0,Cable,6,1,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,77.4,0.0,0,0,5528,1,4.899778218510606,5.830150773471008
8544-GOQSH,Female,51,0,0,0,14,Offer D,1,1.69,0,Fiber Optic,21,0,1,0,1,0,1,Month-to-Month,1,Credit Card,80.05,0.0,0,0,4400,0,3.2051824977361982,7.036113312832662
8544-JNBOX,Male,31,0,0,0,72,Offer A,1,23.43,0,no_internet,0,0,0,0,0,0,0,Two Year,1,Credit Card,20.8,0.0,0,0,4626,0,7.431275978192668,8.0737644996363
8547-NSBBO,Male,62,0,0,0,35,Offer C,1,39.87,1,Fiber Optic,23,1,1,1,1,0,0,Month-to-Month,1,Credit Card,96.75,0.0,130,0,5154,0,7.241688580949058,8.503063840610368
8548-AWOFC,Male,21,1,0,4,66,no_offer,1,7.67,1,DSL,69,0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,63.85,0.0,0,0,5956,1,6.2289448345222445,8.47048306247286
8550-XSXUQ,Male,41,1,0,7,48,Offer B,1,38.82,1,Cable,8,0,1,1,0,0,1,One Year,1,Credit Card,70.55,0.0,0,0,3997,1,7.530673109644961,8.572601407887245
8552-OBVRU,Female,79,1,3,6,48,no_offer,1,13.4,0,Fiber Optic,75,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,104.5,0.0,0,0,3847,1,6.468009236897099,8.650368270568654
8559-CIZFV,Male,34,1,0,1,21,Offer D,1,17.57,1,Cable,14,1,1,0,1,1,0,One Year,0,Mailed Check,77.5,18.39,80,1,5353,0,5.913421921269941,7.628799687959318
8559-WNQZS,Male,37,0,0,0,1,Offer E,1,43.82,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.45,0.0,0,0,5925,0,3.802654468372781,4.178532512647126
8561-NMTBD,Female,20,1,3,3,67,no_offer,1,20.41,1,Fiber Optic,52,0,1,1,1,1,1,One Year,1,Credit Card,112.35,0.0,0,0,5427,1,7.221448606428244,9.077599523931791
8562-GHPPI,Female,50,0,0,0,1,no_offer,1,11.96,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.8,0.0,0,0,3129,0,2.561867690924129,3.4892082589848687
8563-IIOXK,Male,24,1,0,4,7,Offer E,1,36.14,0,DSL,85,1,0,0,0,0,1,One Year,1,Bank Withdrawal,49.75,0.0,0,1,5651,0,5.537255523760887,6.372090365202501
8563-OYMQY,Male,49,0,0,0,17,Offer D,1,34.98,0,Fiber Optic,21,0,1,1,0,0,1,Month-to-Month,1,Credit Card,90.95,0.0,0,0,5687,1,6.389670034486886,7.699778999589652
8564-LDKFL,Male,37,1,0,1,40,Offer B,1,29.46,1,Fiber Optic,28,0,1,1,0,1,1,One Year,1,Bank Withdrawal,106.0,47.02,0,0,5118,1,7.072761113566404,8.577541069060183
8565-CLBZW,Male,23,0,0,0,24,no_offer,1,27.97,1,Fiber Optic,58,0,0,1,0,1,1,Month-to-Month,1,Mailed Check,89.85,0.0,0,1,2050,0,6.510674920408365,7.950618748100596
8565-HBFNN,Male,51,1,0,8,69,Offer A,1,33.37,1,Fiber Optic,24,1,1,1,1,0,1,One Year,1,Credit Card,107.2,0.0,0,0,5935,1,7.742198007950813,9.171665030080959
8565-WUXZU,Male,77,1,0,7,72,no_offer,1,5.51,0,Fiber Optic,2,1,1,0,1,0,1,Two Year,1,Credit Card,84.8,0.0,0,0,4240,0,5.985748240111873,8.785596109535955
8566-YPRGL,Female,57,0,0,0,1,Offer E,1,33.02,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.5,0.0,0,0,5279,0,3.5269485869677157,3.9800554158199732
8570-KLJYJ,Female,40,0,0,0,36,no_offer,1,25.95,1,DSL,21,1,0,0,0,0,1,One Year,0,Credit Card,54.45,0.0,0,0,4462,0,6.840760410157858,7.947572521139741
8571-ZCMCX,Female,37,1,2,1,47,no_offer,0,0.0,0,DSL,25,1,1,1,0,1,1,Two Year,1,Credit Card,60.0,0.0,0,0,3248,1,0.0,7.926476237407458
8573-CGOCC,Male,48,0,0,0,16,no_offer,1,24.79,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.75,0.0,0,0,5433,0,5.985547073343945,6.540365998126201
8573-JGCZW,Male,27,0,0,0,17,no_offer,1,47.79,0,no_internet,0,0,0,0,0,0,0,One Year,1,Bank Withdrawal,19.65,0.0,0,0,4774,0,6.701259875015761,7.060459198470466
8577-QSOCG,Female,54,1,1,9,38,no_offer,1,26.84,0,no_internet,0,0,0,0,0,0,0,Two Year,1,Credit Card,20.2,0.0,0,0,2631,0,6.928459460540428,7.477021494246877
8580-AECUZ,Male,65,0,0,0,1,no_offer,1,42.3,0,Fiber Optic,16,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,79.1,0.0,0,1,5001,0,3.768152635008444,4.807294370078226
8580-QVLOC,Female,78,1,0,0,72,no_offer,1,25.77,1,DSL,6,1,1,1,1,1,1,Two Year,0,Credit Card,92.45,0.0,0,1,5697,0,7.526415954215256,9.02361191906402
8582-KRHPJ,Male,51,0,0,0,50,Offer B,0,0.0,0,DSL,20,1,1,0,0,0,1,Month-to-Month,1,Credit Card,35.0,0.0,0,0,5629,0,0.0,7.486276933700779
8584-KMVXD,Female,64,0,0,0,8,Offer E,1,11.2,0,Fiber Optic,17,0,1,0,0,0,0,Month-to-Month,0,Bank Withdrawal,75.6,0.0,10,0,2934,0,4.506454213048934,6.45543438458871
8587-XYZSF,Male,60,0,0,0,67,Offer A,1,32.58,0,DSL,8,0,0,0,1,0,1,Two Year,0,Bank Withdrawal,50.55,0.0,0,0,6064,0,7.688849232246036,8.602262016205788
8590-OHDIW,Female,52,1,3,1,38,Offer C,1,44.32,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,20.3,10.65,0,0,4686,0,7.42961579376809,7.793116589745699
8590-YFFQO,Male,24,1,0,1,70,Offer A,1,1.63,0,DSL,41,1,1,1,1,0,1,Two Year,0,Credit Card,64.95,42.89,0,0,5669,0,4.745801315727837,8.432824138593162
8591-NXRCV,Female,47,0,0,0,41,Offer B,1,31.08,1,DSL,12,1,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,74.65,0.0,100,0,3859,1,7.150921041325391,8.404232758296073
8591-TKMZH,Male,40,1,3,1,59,Offer B,1,46.1,1,Fiber Optic,57,1,1,0,1,1,1,Two Year,1,Credit Card,111.1,0.0,0,0,4952,1,7.908717986913491,9.135196478826153
8592-PLTMQ,Female,53,0,0,0,64,Offer B,1,4.03,1,no_internet,0,0,0,0,0,0,0,One Year,0,Mailed Check,24.7,0.0,0,0,5655,0,5.55651913367731,7.550487726474909
8593-WHYHV,Male,46,0,0,0,3,Offer E,1,14.28,1,Fiber Optic,21,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.3,0.0,0,1,4934,1,3.7805466426397603,5.732175549157419
8595-SIZNC,Female,69,1,0,5,22,Offer D,1,15.27,1,no_internet,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,25.6,0.0,0,0,2628,0,5.819904872958058,6.786423453814506
8597-CTXVJ,Male,31,0,1,0,70,no_offer,1,26.62,1,Cable,19,1,1,0,1,0,1,One Year,0,Bank Withdrawal,64.95,20.87,0,0,5392,0,7.530694564498586,8.763276405166913
8597-CWYHH,Male,50,0,0,0,43,no_offer,1,41.22,1,Fiber Optic,7,0,0,0,0,1,1,One Year,0,Credit Card,94.35,0.0,0,0,5845,1,7.48068771968811,8.647301732763248
8601-QACRS,Female,54,0,0,0,5,Offer E,1,37.1,1,Cable,2,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,50.6,0.0,20,1,2353,0,5.2284312390838705,6.12347916501109
8603-IJWDN,Male,41,0,0,0,1,Offer E,1,5.43,1,Fiber Optic,18,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,86.6,0.0,0,1,5228,1,1.860974538249528,4.532922021780467
8605-ITULD,Female,21,0,0,0,1,no_offer,1,5.1,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.55,0.0,0,0,5750,0,1.8082887711792655,3.2445435716167785
8606-CIQUL,Male,77,1,1,1,72,Offer A,1,30.78,1,Fiber Optic,17,1,1,1,1,1,0,Two Year,1,Credit Card,115.75,0.0,110,0,5168,0,7.703982376610768,9.280454880859327
8606-OEGQZ,Female,45,0,2,0,18,Offer D,1,30.22,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.3,0.0,0,0,3416,0,6.3007123974743235,6.9073652029123584
8608-OZTLB,Male,59,1,3,4,38,no_offer,1,31.45,0,DSL,76,1,1,1,1,1,1,One Year,0,Bank Withdrawal,74.05,0.0,0,0,5975,0,7.086821543055419,8.293649560080688
8610-WFCJF,Female,53,1,0,2,49,no_offer,1,49.63,1,Fiber Optic,9,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,95.6,0.0,0,1,5732,1,7.796826909379001,8.884107335372512
8610-ZIKJJ,Female,57,1,2,2,2,no_offer,1,35.42,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,20.3,0.0,0,0,2843,0,4.274441423993944,4.6418877689232545
8612-GXIDD,Male,55,1,3,8,12,Offer D,1,44.12,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,25.4,0.0,0,0,2219,0,6.273706850809398,6.737488767268694
8614-VGMMV,Female,33,0,0,0,15,no_offer,1,9.71,1,DSL,26,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.1,0.0,0,1,5209,0,4.9880487954234605,6.716836874962664
8617-ENBDS,Male,29,0,0,0,3,no_offer,1,27.34,0,Fiber Optic,71,0,0,1,0,0,0,Month-to-Month,1,Credit Card,73.6,0.0,10,0,5510,0,4.419081542624893,5.7854239036934345
8619-IJNDK,Female,64,1,0,10,71,no_offer,1,4.71,0,DSL,29,1,1,1,1,0,1,Two Year,0,Credit Card,64.05,0.0,0,0,4374,0,5.81535366409074,8.482251788938232
8620-RJPZN,Female,27,0,0,0,1,no_offer,1,45.86,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.7,0.0,0,0,3061,0,3.8471644330796497,4.2130160919396
8621-MNIHH,Female,75,1,0,1,34,no_offer,1,2.88,1,Fiber Optic,4,0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,94.25,0.0,0,1,3369,0,4.594311442653216,8.10665624324401
8622-ZLFKO,Female,56,1,0,1,6,no_offer,1,23.35,1,Fiber Optic,8,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,90.75,0.0,0,0,4297,1,4.9494688588587685,6.4821129734351555
8623-TMRBY,Male,80,1,0,2,51,Offer B,1,43.58,1,Cable,22,0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,84.2,0.0,0,1,6245,0,7.706873788615407,8.759296662106852
8623-ULFNQ,Female,79,0,0,0,26,no_offer,1,12.09,1,DSL,15,0,0,0,1,0,1,Two Year,1,Bank Withdrawal,66.05,47.73,0,0,3225,1,5.7536514218093355,7.5600856733415975
8624-GIOUT,Female,40,0,0,0,49,Offer B,1,35.87,1,DSL,30,1,1,0,0,0,1,Month-to-Month,1,Credit Card,59.75,0.0,0,1,6006,0,7.472290375823622,8.453812399851085
8625-AZYZY,Male,51,1,0,2,24,Offer C,1,3.0,1,Fiber Optic,15,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,104.65,0.0,0,1,4734,1,4.290459441148391,7.869191445824267
8626-PTQGE,Male,62,0,0,0,69,no_offer,0,0.0,0,Cable,18,1,1,0,1,1,1,Two Year,1,Bank Withdrawal,60.05,41.21,0,0,5388,1,0.0,8.327602881124596
8626-XHBIE,Male,48,0,3,0,56,Offer B,1,22.47,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Credit Card,24.8,0.0,0,0,4262,0,7.138327171724803,7.894884644542343
8627-EHGIP,Male,38,0,0,0,44,Offer B,0,0.0,0,Cable,4,0,1,1,0,1,1,One Year,1,Credit Card,53.95,0.0,0,1,3051,1,0.0,7.773342016481586
8627-ZYGSZ,Male,32,1,0,8,47,Offer B,1,39.52,1,Fiber Optic,30,0,1,0,0,0,1,One Year,1,Bank Withdrawal,78.9,0.0,0,0,3817,0,7.527492705116083,8.614100277305237
8628-MFKAX,Female,79,1,0,6,72,Offer A,1,14.75,1,Fiber Optic,16,1,1,1,1,1,1,Two Year,1,Credit Card,116.75,0.0,0,0,5098,0,6.968850378341948,9.142066884527617
8630-FJLIB,Female,35,0,0,0,18,Offer D,1,34.12,0,Fiber Optic,20,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.8,0.0,0,0,2421,0,6.421882396571723,7.515785650361298
8630-QSGXK,Male,39,1,0,10,51,Offer B,1,9.99,1,DSL,5,0,0,0,1,1,1,Two Year,1,Bank Withdrawal,75.2,0.0,0,0,4708,1,6.235371048774271,8.392024448446552
8631-NBHFZ,Male,71,1,0,1,66,no_offer,1,30.03,1,DSL,15,1,1,1,1,1,0,Two Year,0,Credit Card,79.4,0.0,150,1,5910,0,7.59235604274024,8.893926808300037
8631-WUXGY,Female,26,0,2,0,46,no_offer,1,17.51,0,Fiber Optic,85,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,99.8,0.0,0,0,2405,1,6.692654299311112,8.55597342295635
8631-XVRZL,Male,40,0,0,0,9,Offer E,1,48.61,0,no_internet,0,0,0,0,0,0,0,One Year,1,Mailed Check,20.15,0.0,0,0,4004,0,6.083337006535095,6.4005730101309455
8634-CILSZ,Male,52,0,0,0,69,Offer A,1,20.44,1,Fiber Optic,3,0,1,0,1,1,1,One Year,1,Bank Withdrawal,104.7,0.0,0,1,6350,1,7.252309057510456,9.063197910451464
8634-MPHTR,Male,68,1,0,1,47,no_offer,1,8.97,1,Fiber Optic,19,0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,100.05,0.0,0,1,5166,0,6.046402441863648,8.574261378963694
8637-XJIVR,Female,34,0,3,0,12,no_offer,1,25.34,1,Fiber Optic,56,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,78.95,0.0,80,1,5806,0,5.720574037296037,7.179635659710173
8639-NHQEI,Female,26,1,3,9,72,no_offer,1,11.85,1,Fiber Optic,59,1,1,0,0,1,1,Two Year,1,Bank Withdrawal,95.9,0.0,0,0,4213,0,6.750165358407366,8.962948952907954
8640-SDGKB,Male,39,0,0,0,4,no_offer,1,28.89,0,DSL,3,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,74.4,0.0,0,1,3633,1,4.758406161886949,6.031310065030105
8642-GVWRF,Female,25,1,0,1,2,no_offer,1,28.86,0,Fiber Optic,26,0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,79.7,0.0,0,1,3039,0,4.07278038430626,5.410395269953387
